index,instructions,question
4613,"Please indicate how YOU react to the event by choosing the adverb from the scale that best describes YOUR reaction. Please base your answers on how YOU react, not on how you think others react or how you think a person should react.",When I am nervous I get shaky all over.
4614,"Please indicate how YOU react to the event by choosing the adverb from the scale that best describes YOUR reaction. Please base your answers on how YOU react, not on how you think others react or how you think a person should react.",When I am happy the feeling is more like contentment and inner calm than one of exhilaration and excitement.
5750,"During the past month, ",When have you usually gone to bed? PLEASE USE 24-HOUR CLOCK
5751,"During the past month, ",How long (in minutes) has it taken you to fall asleep each night?
5752,"During the past month, ",What time have you usually gotten up in the morning? PLEASE USE 24-HOUR CLOCK
5753,"During the past month, ",How many hours of actual sleep did you get at night? (This may be different than the number of hours you spent in bed.)
5764,"During the past month, how often have you had trouble sleeping because you","Other reason (s), please describe, including how often you have had trouble sleeping because of this reason (s):"
5770,"If you have a room mate or bed partner, how often in the past month would they say that you have had. . .",Loud snoring
5771,"If you have a room mate or bed partner, how often in the past month would they say that you have had. . .",Long pauses between breaths while asleep
5772,"If you have a room mate or bed partner, how often in the past month would they say that you have had. . .",Legs twitching or jerking while you sleep
5773,"If you have a room mate or bed partner, how often in the past month would they say that you have had. . .",Episodes of disorientation or confusion during sleep
5774,"If you have a room mate or bed partner, how often in the past month would they say that you have had. . .",Other restlessness while you sleep?
5775,"If you have a room mate or bed partner, how often in the past month would they say that you have had. . .","Please describe ""other restlessness"""
5776,"If you have a room mate or bed partner, how often in the past month would they say that you have had. . .","
How often during the past month has this occurred?"
5754,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Cannot get to sleep within 30 minutes
5755,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Wake up in the middle of the night or early morning
5756,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Have to get up to use the bathroom
5757,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Cannot breathe comfortably
5758,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Cough or snore loudly
5759,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Feel too cold
5760,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Feel too hot
5761,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Have bad dreams
5762,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Have pain
5763,"Section: II. For each of the remaining questions, check the one best response. Please answer all questions.
During the past month, how often have you had trouble sleeping because you. . .",Other reasons
5769,,Do you have a bed partner or room mate?
5777,,"I daydream and fantasize, with some regularity, about things that might happen to me."
5778,,"I often have tender, concerned feelings for people less fortunate than me"
5779,,"I sometimes find it difficult to see things from the ""other guy's"" point of view"
5780,,Sometimes I don't feel very sorry for other people when they are having problems.
5781,,I really get involved with the feelings of the characters in a novel. 
5782,,"In emergency situations, I feel apprehensive and ill-at-ease."
5783,,"I am usually objective when I watch a movie or play, and I don't often get completely caught up in it."
5784,,I try to look at everybody's side of a disagreement before I make a decision
5785,,"When I see someone being taken advantage of, I feel kind of protective towards them."
5786,,I sometimes feel helpless when I am in the middle of a very emotional situation. 
5787,,I sometimes try to understand my friends better by imagining how things look from their perspective
5788,,Becoming extremely involved in a good book or movie is somewhat rare for me. 
5789,,"When I see someone get hurt, I tend to remain calm. (PD) (-)"
5790,,Other people's misfortunes do not usually disturb me a great deal. 
